"Table","Year","MsCode","CatCode","HECCode","Estimate","RSE","LowerCIB","UpperCIB","Flag"
"T4","2023","M001","C005C","07","      361.80","  19.9","      290.00","      433.70"," "
"T4","2023","M001","C005D","07","      251.60","   6.4","      235.50","      267.80"," "
"T4","2023","M001","C005A","08","       40.00","   3.8","       38.50","       41.50"," "
"T4","2023","M001","C005B","08","       38.50","   7.0","       35.80","       41.20"," "
"T4","2023","M001","C005C","08","       37.40","   8.2","       34.30","       40.50"," "
"T4","2023","M001","C005D","08","       39.20","   3.5","       37.80","       40.50"," "
"T4","2023","M001","C005A","09","      148.10","   8.2","      135.90","      160.30"," "
"T4","2023","M001","C005B","09","       87.20","  10.0","       78.40","       95.90"," "
"T4","2023","M001","C005C","09","      197.20","  17.0","      163.70","      230.70"," "
"T4","2023","M001","C005D","09","      133.00","   6.0","      125.00","      141.00"," "
"T4","2023","M001","C005A","10","       19.30","  20.8","       15.30","       23.30"," "
"T4","2023","M001","C005B","10","       19.50","  31.4","       13.40","       25.70"," "
"T4","2023","M001","C005C","10","       23.70","  46.4","       12.70","       34.70"," "
"T4","2023","M001","C005D","10","       19.90","  17.7","       16.40","       23.40"," "
"T4","2023","M001","C005A","11","      158.30","   4.9","      150.50","      166.00"," "
"T4","2023","M001","C005B","11","       82.10","   9.5","       74.30","       90.00"," "
"T4","2023","M001","C005C","11","      214.80","  11.7","      189.60","      240.00"," "
"T4","2023","M001","C005D","11","      138.80","   4.2","      133.00","      144.70"," "
"T4","2023","M001","C005A","13","      241.10","   6.1","      226.40","      255.90"," "
"T4","2023","M001","C005B","13","       77.10","  16.0","       64.70","       89.40"," "
"T4","2023","M001","C005C","13","      166.60","  29.6","      117.30","      215.90"," "
"T4","2023","M001","C005D","13","      175.70","   5.3","      166.40","      185.00"," "
"T4","2023","M001","C005A","14","      -46.00","  20.5","      -55.40","      -36.50"," "
"T4","2023","M001","C005B","14","      -18.10","  28.1","      -23.20","      -13.00"," "
"T4","2023","M001","C005C","14","      -66.60","  33.6","      -89.00","      -44.30"," "
"T4","2023","M001","C005D","14","      -38.90","  15.3","      -44.90","      -33.00"," "
"T4","2023","M001","C005A","Net","    1680.30","   4.0","    1613.50","    1747.10"," "
"T4","2023","M001","C005B","Net","    1384.90","   4.7","    1320.00","    1449.80"," "
"T4","2023","M001","C005C","Net","    1842.70","   9.9","    1660.80","    2024.60"," "
"T4","2023","M001","C005D","Net","    1597.50","   2.6","    1556.00","    1639.00"," "
